,Eco,Eco Plus,Gender,Customer Type,Age,Type of Travel,Flight Distance,Wifi Service,Departure/Arrival,Online Booking,Gate Location,Food and Drink,Online Boarding,Seat Comfort,Inflight Entertainment,On-board Service,Leg Room,Baggage,Checkin Service,Inflight Service,Cleanliness,Departure Delay,Arrival Delay,Satisfaction
13172,0,0,1.0,1.0,51,1.0,2464,5,2,5,5,5,4,4,5,5,5,5,3,5,4,0,0.0,1.0
13173,1,0,0.0,1.0,10,0.0,2026,2,3,2,4,2,2,2,2,2,4,5,5,2,2,2,10.0,0.0
13174,0,1,0.0,1.0,35,1.0,67,2,1,1,1,2,2,2,2,4,4,3,4,3,2,19,30.0,0.0
13175,0,0,1.0,1.0,35,1.0,3880,1,1,1,1,2,1,3,4,4,5,4,4,4,1,8,0.0,1.0
13176,0,0,0.0,1.0,59,1.0,603,1,1,1,1,4,5,5,2,2,3,2,3,2,3,0,0.0,1.0
13177,1,0,1.0,1.0,56,0.0,294,1,4,5,4,2,5,5,4,4,5,4,4,4,4,0,0.0,0.0
13178,0,0,0.0,0.0,54,1.0,2717,2,2,2,3,2,3,3,4,3,2,2,3,4,3,3,11.0,0.0
13179,0,1,0.0,1.0,26,1.0,515,1,4,1,2,4,1,4,4,1,5,5,2,4,4,0,0.0,1.0
13180,1,0,1.0,1.0,57,1.0,457,3,1,1,1,2,4,3,3,3,3,3,2,3,5,61,59.0,1.0
13181,1,0,1.0,1.0,34,0.0,631,2,4,2,3,2,2,2,2,5,3,5,5,5,2,0,0.0,0.0
13182,1,0,0.0,1.0,35,0.0,257,1,1,1,1,4,1,4,4,3,5,2,3,2,4,0,0.0,1.0
13183,1,0,1.0,1.0,29,0.0,763,2,4,2,1,5,2,5,5,5,2,5,5,5,5,0,0.0,0.0
13184,1,0,0.0,0.0,24,1.0,160,2,1,1,4,4,1,4,4,3,2,4,3,4,4,0,0.0,0.0
13185,1,0,1.0,1.0,43,0.0,1235,3,2,3,3,4,3,2,1,1,3,1,4,1,4,19,9.0,0.0
13186,1,0,0.0,1.0,44,0.0,223,2,4,2,1,2,2,4,2,4,2,5,5,5,2,0,0.0,0.0
13187,1,0,0.0,1.0,35,0.0,853,1,5,1,3,1,1,1,1,4,2,5,3,4,1,89,92.0,0.0
13188,0,0,1.0,0.0,21,1.0,356,4,5,4,3,3,4,3,3,1,5,3,5,1,3,0,0.0,1.0
13189,0,0,1.0,1.0,35,0.0,650,3,4,3,2,3,3,2,5,5,3,5,2,5,2,0,0.0,0.0
13190,0,0,0.0,1.0,46,1.0,1635,4,4,4,4,4,3,4,4,4,4,4,5,4,3,98,79.0,1.0
13191,1,0,1.0,1.0,50,0.0,337,3,1,3,3,3,2,4,2,1,4,3,4,2,4,170,174.0,0.0
13192,0,0,0.0,0.0,38,1.0,2327,3,3,3,1,3,3,3,3,3,2,4,4,5,3,0,0.0,0.0
13193,1,0,1.0,1.0,8,0.0,1426,1,5,1,5,2,1,4,2,3,4,4,3,5,2,0,10.0,0.0
13194,1,0,0.0,1.0,53,0.0,446,3,5,3,3,1,3,1,1,4,2,5,5,4,1,0,0.0,0.0
13195,1,0,0.0,1.0,21,0.0,3784,1,2,1,2,1,1,2,3,5,1,2,2,2,2,2,2.0,0.0
13196,1,0,1.0,1.0,34,1.0,667,3,4,4,4,3,3,3,3,3,2,4,1,3,3,19,14.0,0.0
13197,1,0,1.0,1.0,27,1.0,689,1,1,1,3,3,1,3,3,3,1,4,3,2,3,0,0.0,1.0
13198,0,0,1.0,1.0,45,1.0,1235,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,0.0,1.0
13199,1,0,1.0,0.0,14,1.0,1463,3,3,3,4,2,3,4,2,3,2,3,3,4,2,31,56.0,0.0
13200,1,0,0.0,1.0,10,0.0,190,1,1,1,3,1,1,1,1,3,1,4,1,3,1,0,0.0,1.0
13201,1,0,0.0,1.0,51,1.0,332,4,1,1,1,4,4,4,4,1,3,5,2,3,4,0,0.0,1.0
13202,0,0,0.0,1.0,48,1.0,2771,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0.0,1.0
13203,0,1,0.0,1.0,68,1.0,228,3,2,2,2,3,3,3,3,1,1,2,3,3,3,0,0.0,1.0
13204,0,0,0.0,1.0,59,1.0,3225,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0.0,1.0
13205,0,0,0.0,1.0,53,1.0,3514,1,1,1,1,2,4,4,3,3,3,3,5,3,4,0,15.0,1.0
13206,0,0,0.0,1.0,37,1.0,2936,2,2,2,2,4,4,5,5,5,5,5,5,5,5,0,0.0,1.0
13207,0,0,1.0,1.0,45,1.0,852,4,4,4,4,2,5,4,5,5,5,5,4,5,5,0,0.0,1.0
13208,1,0,0.0,1.0,46,1.0,989,5,1,1,1,5,5,5,5,5,2,3,2,1,5,0,0.0,1.0
13209,0,1,0.0,1.0,29,1.0,1167,5,3,4,3,5,5,5,5,1,3,3,3,1,5,0,0.0,1.0
13210,0,1,0.0,1.0,52,0.0,308,2,5,2,3,3,2,3,3,4,3,1,5,2,3,58,49.0,0.0
13211,0,0,1.0,1.0,46,1.0,446,5,5,5,5,2,4,4,4,4,4,4,4,4,4,31,28.0,1.0
13212,0,1,1.0,1.0,64,0.0,1303,2,2,2,3,1,3,3,2,2,2,2,2,2,4,0,0.0,0.0
13213,0,0,1.0,1.0,44,1.0,2342,4,4,4,4,5,4,4,4,4,4,4,4,4,5,36,19.0,1.0
13214,1,0,0.0,1.0,34,0.0,89,2,4,2,4,1,2,1,1,4,3,4,5,5,1,0,0.0,0.0
13215,0,0,1.0,1.0,54,1.0,2414,1,1,3,1,2,4,4,5,5,5,5,3,5,5,0,2.0,1.0
13216,0,0,1.0,0.0,47,1.0,452,3,3,3,4,5,3,5,5,5,2,4,4,4,5,4,2.0,0.0
13217,1,0,0.0,1.0,67,0.0,192,2,2,2,1,5,2,5,5,3,1,1,1,1,5,35,42.0,0.0
13218,1,0,0.0,1.0,53,0.0,1325,3,5,3,4,1,3,1,1,5,2,3,5,4,1,0,0.0,0.0
13219,1,0,1.0,0.0,26,1.0,522,1,1,1,4,4,1,4,4,4,4,5,2,4,4,0,0.0,1.0
13220,1,0,1.0,1.0,35,0.0,2139,1,4,2,3,3,2,3,3,5,4,4,4,5,3,0,0.0,0.0
13221,1,0,0.0,1.0,68,0.0,468,3,4,3,3,4,3,4,4,4,4,3,1,4,4,0,2.0,0.0
13222,0,1,1.0,1.0,13,0.0,2422,1,2,1,3,3,1,2,3,1,2,1,1,2,3,0,0.0,1.0
13223,1,0,1.0,1.0,66,0.0,500,1,4,4,4,4,4,4,3,3,4,4,5,3,5,0,8.0,0.0
13224,0,0,0.0,0.0,17,1.0,223,1,1,1,4,3,1,3,3,3,4,3,3,3,3,0,0.0,1.0
13225,1,0,0.0,1.0,42,0.0,758,2,4,2,4,3,2,3,3,3,3,3,4,3,3,0,0.0,0.0
13226,1,0,1.0,0.0,37,1.0,529,2,1,2,3,4,2,4,4,3,2,3,1,3,4,0,0.0,0.0
13227,1,0,1.0,1.0,17,1.0,460,3,3,3,3,3,3,2,3,2,4,3,3,3,3,0,0.0,0.0
13228,0,0,1.0,1.0,43,1.0,2419,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,0.0,1.0
13229,0,0,0.0,1.0,32,1.0,541,4,4,4,4,5,5,5,5,1,2,5,2,1,5,0,8.0,1.0
13230,1,0,1.0,1.0,33,0.0,216,3,1,3,4,1,3,1,1,5,3,3,3,1,1,0,6.0,0.0
13231,0,0,1.0,1.0,31,1.0,1581,4,4,4,4,5,5,5,5,3,2,4,5,5,5,18,13.0,1.0
13232,1,0,0.0,1.0,46,0.0,401,5,4,5,3,1,5,1,1,3,3,5,5,4,1,0,0.0,1.0
13233,0,0,0.0,1.0,32,1.0,262,2,2,2,2,4,4,4,4,1,5,1,2,2,4,61,51.0,1.0
13234,0,0,1.0,0.0,46,1.0,413,2,2,2,3,2,2,2,2,2,3,3,1,3,2,0,0.0,0.0
13235,0,0,1.0,1.0,25,1.0,2556,1,1,1,1,4,4,4,4,4,2,4,3,5,4,12,0.0,1.0
13236,0,0,1.0,1.0,43,1.0,3513,1,2,2,2,2,3,3,1,1,1,1,2,1,1,101,123.0,0.0
13237,1,0,0.0,1.0,27,0.0,591,2,1,2,3,3,2,3,3,3,5,2,2,3,3,69,67.0,0.0
13238,1,0,0.0,1.0,27,0.0,911,3,2,3,4,4,3,4,4,1,5,3,3,4,4,38,16.0,0.0
13239,0,0,0.0,1.0,53,1.0,2125,1,1,1,1,3,5,4,3,3,4,3,5,3,3,0,2.0,1.0
13240,1,0,1.0,0.0,25,1.0,557,3,1,4,3,1,4,4,1,2,4,3,4,2,1,0,0.0,0.0
13241,1,0,0.0,1.0,52,1.0,483,4,4,4,4,4,4,4,4,5,4,2,3,4,4,36,36.0,1.0
13242,1,0,0.0,1.0,34,0.0,1342,4,4,4,4,5,4,5,5,4,2,5,5,5,5,17,17.0,0.0
13243,0,0,0.0,1.0,53,1.0,1400,2,1,2,1,4,3,3,2,2,2,2,2,2,1,0,0.0,0.0
13244,0,0,1.0,1.0,16,1.0,3488,2,5,5,5,4,4,2,4,2,4,4,2,4,4,104,129.0,0.0
13245,1,0,1.0,0.0,27,1.0,700,3,3,3,3,5,3,5,5,4,2,3,2,3,5,0,0.0,0.0
13246,0,0,1.0,1.0,28,1.0,2396,2,2,4,2,4,4,4,4,5,3,4,4,4,4,111,100.0,1.0
13247,0,1,1.0,1.0,12,0.0,416,1,3,1,3,1,1,1,1,2,1,2,4,2,1,0,0.0,0.0
13248,0,0,1.0,1.0,56,1.0,2104,5,5,5,5,5,4,4,1,1,2,1,4,1,3,113,101.0,1.0
13249,1,0,1.0,0.0,62,1.0,610,3,3,3,4,4,3,4,4,1,4,4,3,3,4,0,0.0,0.0
13250,0,0,0.0,1.0,49,1.0,1362,2,2,2,2,4,4,5,3,3,3,3,5,3,4,0,0.0,1.0
13251,0,0,1.0,1.0,31,1.0,2749,3,1,1,1,3,3,3,3,1,1,3,2,3,3,36,27.0,0.0
13252,0,0,0.0,1.0,57,1.0,2722,4,4,4,4,2,5,4,4,4,4,4,5,4,3,0,0.0,1.0
13253,1,0,1.0,1.0,46,0.0,588,4,5,5,5,5,5,4,4,4,5,4,5,4,3,0,0.0,1.0
13254,1,0,1.0,1.0,22,0.0,446,4,4,1,4,2,1,2,2,1,3,3,2,3,2,17,12.0,1.0
13255,1,0,0.0,1.0,54,0.0,192,3,4,3,3,2,3,2,2,5,5,5,3,4,2,1,0.0,0.0
13256,0,0,0.0,1.0,47,1.0,3523,3,4,4,4,3,3,3,1,4,3,2,3,2,3,182,184.0,0.0
13257,0,1,1.0,1.0,49,1.0,748,4,4,4,4,3,1,3,4,4,4,4,5,4,5,18,7.0,1.0
13258,0,0,0.0,1.0,33,1.0,2586,2,2,2,2,2,2,2,4,3,2,2,2,3,2,97,180.0,0.0
13259,0,0,0.0,0.0,50,1.0,453,2,3,3,1,4,2,4,4,3,4,4,5,4,4,0,0.0,0.0
13260,1,0,1.0,1.0,50,1.0,262,4,1,1,1,1,2,2,4,4,4,4,4,4,4,0,8.0,1.0
13261,0,0,1.0,1.0,40,1.0,2293,5,5,5,5,4,4,5,4,4,4,4,5,4,3,2,0.0,1.0
13262,0,1,0.0,1.0,63,0.0,289,3,5,3,1,2,3,2,2,4,4,5,3,4,2,40,35.0,0.0
13263,1,0,0.0,1.0,23,0.0,2182,2,2,2,2,1,2,1,1,1,2,2,3,3,1,0,0.0,0.0
13264,1,0,0.0,1.0,46,0.0,397,4,5,4,2,4,4,4,4,4,3,4,3,4,4,99,94.0,0.0
13265,1,0,1.0,1.0,53,1.0,599,5,2,2,2,5,2,5,5,5,5,5,4,5,3,0,0.0,1.0
13266,0,1,0.0,1.0,62,0.0,436,2,4,2,5,5,2,5,5,3,2,5,3,4,5,0,0.0,0.0
13267,0,0,1.0,1.0,54,0.0,842,2,4,3,1,4,5,5,5,5,3,4,5,5,4,13,0.0,0.0
13268,1,0,0.0,1.0,12,0.0,1521,2,5,2,1,3,2,5,3,3,5,3,4,4,3,2,0.0,0.0
13269,0,1,1.0,1.0,31,0.0,1609,2,2,2,3,5,2,5,5,2,3,2,1,2,5,0,0.0,0.0
13270,0,0,1.0,1.0,48,1.0,563,4,4,4,4,2,2,2,4,4,4,4,1,4,1,0,0.0,0.0
13271,1,0,0.0,1.0,45,0.0,130,1,5,1,4,4,1,4,4,2,5,1,4,4,4,0,1.0,1.0
13272,0,1,0.0,1.0,27,0.0,2349,5,4,5,3,1,5,1,1,5,2,4,4,2,1,0,0.0,1.0
13273,1,0,1.0,1.0,43,0.0,420,4,4,4,3,4,5,4,3,3,4,3,2,3,3,0,6.0,0.0
13274,0,0,0.0,1.0,48,0.0,1076,4,5,4,3,2,5,4,2,2,4,2,3,2,3,3,0.0,0.0
13275,1,0,1.0,1.0,32,0.0,977,3,4,3,1,4,3,4,4,4,3,4,3,5,4,29,28.0,0.0
13276,1,0,1.0,0.0,37,1.0,797,4,4,4,1,1,4,1,1,1,2,3,2,4,1,0,0.0,0.0
13277,0,0,0.0,1.0,39,1.0,586,3,3,3,3,4,3,2,2,2,2,2,5,2,1,3,0.0,1.0
13278,0,0,0.0,1.0,44,1.0,509,1,1,3,1,2,2,4,5,5,5,5,2,5,3,0,0.0,1.0
13279,0,0,1.0,1.0,15,1.0,1303,2,5,5,5,2,2,2,2,1,5,3,3,3,2,17,0.0,0.0
13280,0,0,0.0,0.0,26,1.0,728,3,2,2,3,5,2,1,5,4,2,5,3,5,5,2,0.0,0.0
13281,1,0,0.0,1.0,12,0.0,819,2,3,2,3,5,2,5,5,1,2,2,5,3,5,67,59.0,0.0
13282,0,0,1.0,1.0,46,1.0,1024,2,2,5,2,2,5,5,5,5,5,5,5,5,4,18,2.0,1.0
13283,1,0,0.0,1.0,13,0.0,2079,2,4,2,4,2,1,1,2,1,5,5,1,5,1,140,152.0,0.0
13284,0,0,0.0,1.0,24,1.0,721,3,4,4,4,3,3,3,3,1,3,4,1,3,3,0,0.0,0.0
13285,0,0,0.0,1.0,39,1.0,195,5,5,5,5,3,1,4,4,4,4,4,2,4,4,113,95.0,1.0
13286,0,1,1.0,1.0,67,0.0,315,1,5,5,2,3,5,4,4,4,5,4,5,4,1,0,0.0,0.0
13287,1,0,0.0,0.0,21,1.0,872,3,3,3,2,3,3,3,3,2,4,5,1,1,3,0,0.0,0.0
13288,1,0,1.0,1.0,31,0.0,106,2,5,2,5,5,2,5,5,5,4,4,4,5,5,0,8.0,0.0
13289,1,0,1.0,1.0,36,1.0,762,5,2,2,2,5,5,5,5,3,1,2,3,3,5,3,0.0,1.0
13290,1,0,0.0,1.0,46,0.0,397,2,4,2,4,3,2,3,3,2,5,4,4,4,3,24,12.0,0.0
13291,1,0,1.0,1.0,59,1.0,547,4,1,1,1,5,2,3,4,4,4,4,4,4,4,3,14.74085660217047,1.0
13292,1,0,1.0,1.0,31,0.0,1020,4,4,4,2,4,4,4,4,5,3,5,4,5,4,0,0.0,0.0
13293,1,0,0.0,1.0,28,0.0,2139,4,2,4,4,2,4,2,2,4,4,4,4,4,2,33,8.0,0.0
13294,1,0,1.0,1.0,52,0.0,780,2,2,2,1,5,1,1,1,1,2,1,2,1,4,1,0.0,0.0
13295,0,0,0.0,1.0,39,1.0,1165,2,1,1,1,5,3,3,2,2,2,2,2,2,3,0,0.0,0.0
13296,1,0,0.0,1.0,35,0.0,925,3,4,3,4,4,3,2,4,5,2,4,5,5,4,0,0.0,0.0
13297,0,0,1.0,0.0,24,1.0,562,4,1,4,3,4,4,4,4,3,3,4,5,5,4,12,0.0,1.0
13298,0,0,0.0,1.0,46,1.0,3391,2,2,2,2,4,2,1,5,5,5,5,5,5,3,0,11.0,1.0
13299,0,0,1.0,1.0,57,1.0,2778,5,5,5,5,2,5,4,5,5,5,5,4,5,3,15,3.0,1.0
13300,0,0,0.0,1.0,43,1.0,280,1,1,1,4,3,4,5,3,3,3,3,3,3,4,28,11.0,1.0
13301,1,0,1.0,1.0,10,0.0,1947,3,3,3,4,5,3,5,5,3,4,3,5,2,5,0,1.0,0.0
13302,1,0,1.0,1.0,13,0.0,1709,4,2,4,4,5,4,5,5,4,1,3,4,3,5,0,0.0,0.0
13303,1,0,0.0,0.0,34,1.0,552,3,4,3,4,5,3,5,5,5,1,4,5,5,5,47,57.0,0.0
13304,0,0,1.0,0.0,26,1.0,1587,1,1,1,3,4,1,4,4,3,2,4,4,4,4,0,0.0,0.0
13305,1,0,1.0,0.0,24,1.0,361,4,1,4,4,1,4,1,1,2,3,4,2,3,1,0,0.0,0.0
13306,0,0,0.0,1.0,39,1.0,417,2,2,5,5,1,3,3,2,2,2,2,1,2,1,3,0.0,0.0
13307,0,0,1.0,1.0,51,1.0,758,3,3,3,3,3,5,1,4,4,4,4,5,4,2,0,24.0,1.0
13308,1,0,0.0,1.0,23,0.0,1067,3,4,2,2,3,2,3,3,4,2,4,3,4,3,0,0.0,0.0
13309,1,0,0.0,1.0,11,0.0,95,2,1,1,2,3,1,5,3,1,3,2,1,2,3,1,0.0,0.0
13310,0,0,0.0,1.0,30,1.0,2720,1,1,1,1,4,5,4,4,4,2,5,3,4,4,0,0.0,1.0
13311,0,0,1.0,1.0,53,1.0,1005,4,5,5,5,3,3,4,4,4,3,4,3,4,3,6,5.0,0.0
13312,1,0,1.0,1.0,36,1.0,519,5,2,2,2,5,5,5,5,3,2,3,5,3,5,34,41.0,1.0
13313,1,0,0.0,0.0,9,1.0,576,2,1,2,4,4,2,4,4,5,4,5,2,2,4,4,0.0,0.0
13314,0,0,1.0,1.0,15,0.0,956,1,5,1,3,1,1,2,1,5,3,5,4,5,1,0,0.0,0.0
13315,1,0,0.0,1.0,61,1.0,933,1,1,1,1,1,1,1,1,3,2,3,3,2,1,0,0.0,0.0
13316,0,0,1.0,1.0,32,1.0,3001,3,2,2,2,3,3,3,3,3,3,4,3,4,3,37,119.0,0.0
13317,1,0,1.0,0.0,25,1.0,965,3,3,3,4,4,3,4,4,2,4,4,4,3,4,0,0.0,0.0
13318,1,0,1.0,1.0,55,1.0,406,4,3,3,3,4,4,3,4,4,4,4,1,4,1,10,14.0,0.0
13319,0,0,1.0,0.0,50,1.0,468,4,4,4,4,2,4,5,2,3,2,5,3,4,2,109,103.0,1.0
13320,0,0,0.0,1.0,50,1.0,3914,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0.0,1.0
13321,1,0,0.0,0.0,27,1.0,599,1,1,2,3,1,2,1,1,4,2,4,3,4,1,0,0.0,0.0
13322,0,1,0.0,1.0,28,0.0,574,4,5,4,4,4,4,4,4,3,2,5,4,5,4,70,50.0,0.0
13323,1,0,1.0,1.0,51,1.0,532,4,2,2,2,5,3,3,3,3,4,3,4,3,2,1,0.0,0.0
13324,1,0,0.0,1.0,65,0.0,216,4,5,1,4,2,1,2,2,3,1,2,1,2,2,0,0.0,1.0
13325,0,0,0.0,1.0,44,1.0,1851,2,2,5,2,4,4,5,5,5,4,5,5,5,4,0,0.0,1.0
13326,1,0,1.0,0.0,50,1.0,201,1,2,1,3,5,1,5,5,3,3,3,4,3,5,20,17.0,0.0
13327,1,0,1.0,1.0,50,0.0,639,3,5,3,4,4,5,4,5,5,3,2,4,5,5,8,10.0,0.0
13328,1,0,1.0,1.0,51,0.0,862,2,5,2,4,3,5,5,2,2,2,2,3,2,3,0,0.0,0.0
13329,0,0,1.0,1.0,43,1.0,3927,4,1,4,4,2,4,5,4,4,4,4,3,4,3,0,0.0,1.0
13330,1,0,0.0,1.0,24,0.0,1046,2,3,2,3,4,2,4,4,2,2,3,4,5,4,0,0.0,0.0
13331,1,0,1.0,1.0,58,1.0,835,4,5,5,5,2,3,3,4,4,4,4,2,4,2,0,0.0,0.0
13332,1,0,1.0,1.0,32,0.0,977,2,4,2,1,2,2,2,2,3,4,4,4,5,2,0,0.0,0.0
13333,0,0,0.0,0.0,43,1.0,399,1,2,2,2,4,1,4,4,4,5,5,3,4,4,35,30.0,0.0
13334,0,0,1.0,1.0,40,0.0,697,3,5,3,1,1,5,2,4,4,3,4,4,4,3,0,5.0,0.0
13335,0,0,0.0,1.0,58,1.0,1995,1,5,1,1,5,3,5,3,3,3,3,2,3,1,0,0.0,1.0
13336,0,0,0.0,0.0,27,1.0,839,5,5,5,3,3,5,3,3,4,4,3,3,4,3,42,22.0,1.0
13337,0,0,0.0,1.0,70,1.0,2910,2,1,1,1,4,2,2,2,2,2,2,2,2,1,0,0.0,0.0
13338,1,0,0.0,0.0,35,1.0,883,2,2,2,3,4,2,4,4,4,3,3,4,2,4,25,15.0,0.0
13339,0,0,1.0,1.0,35,1.0,1620,3,3,3,3,2,4,4,4,4,4,4,5,4,3,20,28.0,1.0
13340,1,0,1.0,1.0,44,1.0,866,3,2,5,5,4,3,1,3,3,3,3,1,3,5,0,0.0,1.0
13341,1,0,0.0,1.0,52,0.0,889,2,3,2,4,2,2,2,2,2,4,3,1,3,2,6,12.0,0.0
13342,0,0,1.0,1.0,34,1.0,399,3,4,4,4,5,3,2,3,3,3,3,2,3,2,0,6.0,0.0
13343,0,0,1.0,0.0,29,1.0,829,1,1,1,2,1,1,1,1,5,3,4,3,4,1,0,0.0,0.0
13344,0,0,0.0,1.0,48,1.0,429,2,2,2,2,3,4,4,5,5,5,5,5,5,4,0,0.0,1.0
13345,1,0,0.0,1.0,28,0.0,590,1,3,2,5,5,2,5,5,4,5,4,2,5,5,45,64.0,0.0
13346,1,0,1.0,1.0,62,0.0,1086,3,5,3,4,4,4,5,1,1,3,1,3,1,3,0,49.0,0.0
13347,1,0,1.0,1.0,45,1.0,351,4,5,5,5,5,3,4,4,4,4,4,5,4,2,0,1.0,1.0
13348,1,0,0.0,0.0,20,1.0,447,3,3,3,4,4,3,4,4,3,2,4,3,3,4,0,0.0,0.0
13349,0,0,1.0,1.0,24,1.0,3635,2,2,5,2,2,2,2,2,3,1,3,4,4,2,16,11.0,0.0
13350,0,0,1.0,1.0,43,1.0,3809,4,4,4,4,1,4,3,5,5,5,5,3,5,3,0,0.0,1.0
13351,0,0,1.0,1.0,31,1.0,945,3,3,3,3,4,4,4,4,3,5,5,3,4,4,0,0.0,1.0
13352,0,0,0.0,1.0,56,1.0,3187,2,2,2,2,5,4,4,4,4,4,4,4,4,3,0,0.0,1.0
13353,1,0,0.0,0.0,26,1.0,545,1,2,1,4,2,1,5,2,3,3,3,2,4,2,0,0.0,0.0
13354,0,0,0.0,0.0,38,1.0,872,5,5,5,5,3,5,3,3,5,5,5,4,4,3,8,0.0,1.0
13355,1,0,0.0,1.0,30,1.0,667,5,5,5,5,5,5,5,5,4,3,3,5,5,5,0,0.0,1.0
13356,0,0,0.0,1.0,41,1.0,1986,3,5,5,5,4,2,2,3,3,3,3,4,3,2,0,0.0,0.0
13357,0,0,0.0,1.0,26,1.0,817,2,2,4,2,5,4,5,5,4,2,3,1,3,5,0,0.0,1.0
13358,1,0,0.0,1.0,45,0.0,152,4,5,4,1,2,4,3,2,5,4,4,3,4,2,0,0.0,1.0
13359,0,0,0.0,1.0,59,1.0,3829,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0.0,1.0
13360,1,0,0.0,1.0,39,1.0,277,2,4,4,4,2,2,2,2,3,3,4,1,4,2,20,34.0,0.0
13361,0,0,0.0,1.0,24,1.0,1481,2,2,2,2,2,2,2,2,4,4,5,4,5,2,0,0.0,1.0
13362,0,0,1.0,0.0,48,1.0,670,2,2,2,5,5,2,5,5,3,2,4,4,5,5,0,0.0,0.0
13363,0,0,0.0,0.0,48,1.0,879,2,2,2,1,5,2,1,5,3,4,4,4,4,5,0,0.0,0.0
13364,1,0,0.0,1.0,11,0.0,1290,2,2,2,3,3,2,3,3,1,3,2,4,3,3,0,20.0,0.0
13365,0,1,0.0,1.0,19,0.0,2402,4,1,4,4,4,4,4,2,1,4,3,4,2,4,0,1.0,0.0
13366,0,0,1.0,1.0,53,1.0,2494,5,5,5,5,2,5,4,5,5,5,5,3,5,4,0,0.0,1.0
13367,0,1,0.0,1.0,67,0.0,909,2,5,2,1,2,1,1,5,3,4,5,1,3,1,423,400.0,0.0
13368,1,0,1.0,1.0,62,0.0,636,1,5,1,5,2,4,4,2,2,1,2,4,2,4,0,3.0,0.0
13369,0,0,0.0,1.0,37,1.0,3581,3,3,3,3,3,3,4,3,3,3,3,2,3,3,10,19.0,0.0
13370,0,0,0.0,1.0,61,1.0,3850,2,2,3,2,4,2,4,5,5,5,5,1,5,2,5,0.0,1.0
13371,0,0,0.0,1.0,64,1.0,2062,5,5,3,5,2,3,3,5,5,5,5,4,5,4,0,0.0,1.0
13372,1,0,0.0,1.0,45,0.0,1355,2,2,2,4,2,2,2,2,1,2,3,3,3,2,0,0.0,0.0
13373,1,0,1.0,0.0,23,1.0,425,1,1,1,5,3,1,3,3,5,4,3,1,1,3,0,0.0,0.0
13374,1,0,0.0,0.0,25,1.0,1235,2,2,2,5,5,2,4,5,4,4,4,5,5,5,0,0.0,0.0
13375,0,1,1.0,1.0,10,1.0,618,2,5,2,5,2,2,3,2,4,5,3,4,3,2,0,0.0,0.0
13376,0,0,0.0,1.0,54,1.0,1947,3,3,3,3,2,5,4,5,5,5,5,5,5,5,8,17.0,1.0
13377,0,0,0.0,1.0,49,1.0,2419,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0.0,1.0
13378,1,0,1.0,1.0,68,1.0,305,1,5,2,5,1,1,1,1,1,1,1,4,1,4,4,6.0,0.0
13379,0,0,1.0,0.0,41,1.0,2133,3,3,3,1,5,3,5,5,3,3,4,3,4,5,0,0.0,0.0
13380,1,0,1.0,0.0,21,1.0,399,4,1,4,2,3,4,3,3,5,4,5,5,4,3,0,0.0,1.0
13381,0,0,0.0,0.0,39,1.0,945,3,3,3,3,1,3,1,1,3,4,5,4,5,1,0,2.0,0.0
13382,0,0,1.0,1.0,36,1.0,3984,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0.0,1.0
13383,0,0,1.0,1.0,66,1.0,2899,1,1,5,1,5,4,2,5,5,5,5,1,5,4,0,0.0,1.0
13384,0,0,1.0,1.0,43,1.0,1884,3,3,3,3,3,1,5,3,3,5,3,1,3,4,32,33.0,1.0
13385,0,0,1.0,1.0,39,1.0,3335,4,4,4,4,2,5,4,4,4,4,4,5,4,4,25,17.0,1.0
13386,1,0,0.0,1.0,11,1.0,1011,1,1,1,1,1,1,1,1,4,5,3,3,2,1,0,0.0,0.0
13387,0,0,1.0,1.0,42,1.0,2025,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,22.0,1.0
13388,0,0,1.0,1.0,48,1.0,1972,5,4,4,4,1,2,2,1,1,2,5,1,1,1,0,0.0,0.0
13389,0,0,0.0,1.0,60,0.0,2475,1,5,1,1,4,3,5,5,5,1,5,4,5,5,0,0.0,0.0
13390,0,0,0.0,1.0,51,1.0,3009,5,5,2,5,3,5,4,5,5,5,5,4,5,4,0,0.0,1.0
13391,1,0,1.0,0.0,66,1.0,401,2,1,2,4,4,2,4,4,2,1,2,5,2,4,0,0.0,0.0
13392,1,0,0.0,1.0,21,0.0,862,3,4,3,3,1,3,1,1,4,2,4,3,3,1,0,0.0,0.0
13393,1,0,1.0,1.0,9,0.0,1182,1,4,1,3,4,1,4,4,5,4,3,3,4,4,0,0.0,0.0
13394,0,0,0.0,1.0,42,1.0,533,2,2,2,2,3,5,4,4,4,4,4,5,4,5,34,25.0,1.0
13395,1,0,0.0,1.0,14,0.0,2026,3,5,3,4,5,3,5,5,4,4,5,5,5,5,0,0.0,0.0
13396,0,0,1.0,1.0,31,1.0,446,2,2,2,2,4,4,4,4,5,4,4,4,5,4,51,44.0,1.0
